date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-01-02,2.95,2.98,2.96,2.94,48730.0,0.01,0.34,2.964,3.011,3.146,69211.1,76417.76,92979.83
2019-01-03,2.95,3.15,3.06,2.93,183322.33,0.1,3.38,2.98,3.005,3.129,85600.24,85455.88,96408.09
2019-01-04,3.06,3.12,3.1,3.03,196031.56,0.04,1.31,3.0,3.01,3.116,110997.88,94740.63,99625.27
2019-01-07,3.06,3.19,3.15,3.05,188396.25,0.05,1.61,3.044,3.021,3.107,134717.93,107220.63,102520.39
2019-01-08,3.15,3.15,3.09,3.07,108462.64,-0.06,-1.91,3.072,3.026,3.096,144988.56,108201.26,102144.77
2019-01-09,3.09,3.12,3.08,3.08,107008.0,-0.01,-0.32,3.096,3.03,3.084,156644.16,112927.63,101732.97
2019-01-10,3.09,3.13,3.09,3.07,106189.0,0.01,0.33,3.102,3.041,3.074,141217.49,113408.87,101699.43
2019-01-11,3.07,3.13,3.11,3.07,96044.88,0.02,0.65,3.104,3.052,3.066,121220.15,116109.02,102377.22
2019-01-14,3.1,3.42,3.42,3.1,517301.88,0.31,9.97,3.158,3.101,3.075,187001.28,160859.6,123580.61
2019-01-15,3.4,3.4,3.3,3.22,518021.06,-0.12,-3.51,3.2,3.136,3.082,268912.96,206950.76,142842.21
2019-01-16,3.26,3.36,3.3,3.24,359474.31,0.0,0.0,3.244,3.17,3.091,319406.23,238025.19,157221.47
2019-01-17,3.29,3.4,3.35,3.23,441122.94,0.05,1.51,3.296,3.199,3.102,386393.01,263805.25,174630.57
2019-01-18,3.31,3.58,3.39,3.3,568185.25,0.04,1.19,3.352,3.228,3.119,480821.09,301020.62,197880.63
2019-01-21,3.34,3.39,3.34,3.3,299268.75,-0.05,-1.48,3.336,3.247,3.134,437214.46,312107.87,209664.25
2019-01-22,3.31,3.32,3.23,3.2,232336.58,-0.11,-3.29,3.322,3.261,3.144,380077.57,324495.27,216348.26
2019-01-23,3.23,3.28,3.22,3.21,109222.7,-0.01,-0.31,3.306,3.275,3.153,330027.24,324716.74,218822.18
2019-01-24,3.24,3.25,3.22,3.19,121940.0,0.0,0.0,3.28,3.288,3.165,266190.66,326291.84,219850.35
2019-01-25,3.19,3.24,3.19,3.19,108866.0,-0.03,-0.93,3.24,3.296,3.174,174326.81,327573.95,221841.48
2019-01-28,3.24,3.34,3.28,3.21,243890.7,0.09,2.82,3.228,3.282,3.192,163251.2,300232.83,230546.22
2019-01-29,3.28,3.28,3.08,2.95,306430.44,-0.2,-6.1,3.198,3.26,3.198,178069.97,279073.77,243012.26
2019-01-30,3.02,3.07,2.98,2.98,174169.0,-0.1,-3.25,3.15,3.228,3.199,191059.23,260543.24,249284.21
2019-01-31,3.01,3.03,2.92,2.88,150160.06,-0.06,-2.01,3.09,3.185,3.192,196703.24,231446.95,247626.1
2019-02-01,2.94,3.03,3.0,2.93,83373.0,0.08,2.74,3.052,3.146,3.187,191604.64,182965.72,241993.17
2019-02-11,2.95,3.05,3.04,2.95,121868.41,0.04,1.33,3.004,3.116,3.182,167200.18,165225.69,238666.78
2019-02-12,3.05,3.1,3.07,3.04,110165.49,0.03,0.99,3.002,3.1,3.181,127947.19,153008.58,238751.92
2019-02-13,3.07,3.16,3.15,3.05,205577.89,0.08,2.61,3.036,3.093,3.184,134228.97,162644.1,243680.42
2019-02-14,3.14,3.17,3.14,3.11,122838.58,-0.01,-0.32,3.08,3.085,3.187,128764.67,162733.96,244512.9
2019-02-15,3.13,3.16,3.14,3.11,119327.7,0.0,0.0,3.108,3.08,3.188,135955.61,163780.13,245677.04
2019-02-18,3.17,3.22,3.21,3.15,179676.44,0.07,2.23,3.142,3.073,3.178,147517.22,157358.7,228795.77
2019-02-19,3.23,3.4,3.29,3.2,403355.16,0.08,2.49,3.186,3.094,3.177,206155.15,167051.17,223062.47
2019-02-20,3.32,3.4,3.31,3.24,330360.94,0.02,0.61,3.218,3.127,3.178,231111.76,182670.37,221606.8
2019-02-21,3.29,3.64,3.46,3.23,661284.44,0.15,4.53,3.282,3.181,3.183,338800.94,233782.81,232614.88
2019-02-22,3.36,3.45,3.41,3.33,409278.56,-0.05,-1.45,3.336,3.222,3.184,396791.11,266373.36,224669.54
2019-02-25,3.46,3.63,3.6,3.41,592337.5,0.19,5.57,3.414,3.278,3.197,479323.32,313420.27,239322.98
2019-02-26,3.57,3.76,3.61,3.54,635956.81,0.01,0.28,3.478,3.332,3.216,525843.65,365999.4,259503.99
2019-02-27,3.56,3.75,3.59,3.55,416435.66,-0.02,-0.55,3.534,3.376,3.235,543058.59,387085.18,274864.64
2019-02-28,3.6,3.62,3.53,3.48,317700.69,-0.06,-1.67,3.548,3.415,3.25,474341.84,406571.39,284652.67
2019-03-01,3.53,3.6,3.6,3.5,267040.03,0.07,1.98,3.586,3.461,3.271,445894.14,421342.62,292561.38
2019-03-04,3.68,3.96,3.96,3.66,520258.06,0.36,10.0,3.658,3.536,3.305,431478.25,455400.79,306379.74
2019-03-05,4.36,4.36,4.36,4.36,130316.04,0.4,10.1,3.808,3.643,3.369,330350.1,428096.87,297574.02
2019-03-06,4.8,4.8,4.8,4.4,2000124.88,0.44,10.09,4.05,3.792,3.46,647087.94,595073.27,388871.82
2019-03-07,5.04,5.28,5.28,5.04,1348025.88,0.48,10.0,4.4,3.974,3.578,853152.98,663747.41,448765.11
2019-03-08,5.28,5.71,5.3,4.78,2477888.5,0.02,0.38,4.74,4.163,3.693,1295322.67,870608.41,568490.88
2019-03-11,5.07,5.58,5.24,4.9,1410064.12,-0.06,-1.13,4.996,4.327,3.803,1473283.88,952381.07,632900.67
2019-03-12,5.13,5.57,5.52,5.04,1817348.38,0.28,5.34,5.228,4.518,3.925,1810690.35,1070520.22,718259.81
2019-03-13,5.4,5.5,4.97,4.97,1401363.75,-0.55,-9.96,5.262,4.656,4.016,1690938.13,1169013.03,778049.11
2019-03-14,4.79,4.89,4.54,4.47,1087164.75,-0.43,-8.65,5.114,4.757,4.086,1638765.9,1245959.44,826265.41
2019-03-15,4.54,4.62,4.59,4.41,736554.69,0.05,1.1,4.972,4.856,4.159,1290499.14,1292910.91,857126.76
2019-03-18,4.57,4.71,4.62,4.52,558584.62,0.03,0.65,4.848,4.922,4.229,1120203.24,1296743.56,876072.17
2019-03-19,4.68,4.68,4.63,4.56,538712.81,0.01,0.22,4.67,4.949,4.296,864476.12,1337583.24,882840.06
2019-03-20,4.63,4.64,4.56,4.4,625232.31,-0.07,-1.51,4.588,4.925,4.359,709249.84,1200093.98,897583.62
2019-03-21,4.6,5.02,5.02,4.53,1069184.88,0.46,10.09,4.684,4.899,4.437,705653.86,1172209.88,917978.65
2019-03-22,5.14,5.14,4.85,4.78,1024246.0,-0.17,-3.39,4.736,4.854,4.509,763192.12,1026845.63,948727.02
2019-03-25,4.72,5.26,4.97,4.62,1051207.62,0.12,2.47,4.806,4.827,4.577,861716.72,990959.98,971670.52
2019-03-26,4.99,5.26,5.01,4.9,1056811.0,0.04,0.81,4.882,4.776,4.647,965336.36,914906.24,992713.23
2019-03-27,5.1,5.25,4.91,4.78,716186.56,-0.1,-2.0,4.952,4.77,4.713,983527.21,846388.52,1007700.78
2019-03-28,4.7,4.78,4.56,4.5,649656.69,-0.35,-7.13,4.86,4.772,4.765,899621.57,802637.72,1024298.58
2019-03-29,4.43,4.64,4.62,4.38,541740.31,0.06,1.32,4.814,4.775,4.816,803120.44,783156.28,1038033.59
