date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-01-02,20.91,21.18,20.4,20.2,78704.83,-0.41,-1.97,21.616,22.251,22.95,85922.8,64233.47,63091.07
2019-01-03,20.34,20.98,20.55,20.25,69727.43,0.15,0.73,21.082,21.979,22.789,91248.24,67179.57,62412.79
2019-01-04,20.3,21.5,21.23,20.12,82696.12,0.68,3.31,20.824,21.827,22.685,99118.47,70787.62,61649.51
2019-01-07,21.78,22.9,22.55,21.78,151997.16,1.32,6.22,21.108,21.796,22.668,95003.19,81792.49,66520.2
2019-01-08,22.32,22.66,22.22,22.08,57536.83,-0.33,-1.46,21.39,21.758,22.592,88132.47,83179.2,65731.27
2019-01-09,22.39,22.95,22.16,22.0,82304.09,-0.06,-0.27,21.742,21.679,22.507,88852.33,87387.56,66608.51
2019-01-10,22.35,22.96,22.68,22.14,75027.87,0.52,2.35,22.168,21.625,22.446,89912.41,90580.33,68363.08
2019-01-11,22.69,23.25,23.16,22.51,69939.54,0.48,2.12,22.554,21.689,22.419,87361.1,93239.78,70231.44
2019-01-14,23.18,23.35,22.8,22.66,43614.44,-0.36,-1.55,22.604,21.856,22.345,65684.55,80343.87,68580.51
2019-01-15,22.64,23.3,23.25,22.64,58680.08,0.45,1.97,22.81,22.1,22.325,65913.2,77022.84,69389.55
2019-01-16,23.4,24.09,23.29,23.06,71665.5,0.04,0.17,23.036,22.389,22.32,63785.49,76318.91,70276.19
2019-01-17,23.25,23.25,22.84,22.65,45732.98,-0.45,-1.93,23.068,22.618,22.299,57926.51,73919.46,70549.52
2019-01-18,22.84,23.3,23.0,22.67,53512.36,0.16,0.7,23.036,22.795,22.311,54641.07,71001.09,70894.35
2019-01-21,23.32,24.35,24.15,22.99,103185.53,1.15,5.0,23.306,22.955,22.376,66555.29,66119.92,73956.21
2019-01-22,24.34,24.34,23.28,22.89,86527.67,-0.87,-3.6,23.312,23.061,22.41,72124.81,69019.01,76099.1
2019-01-23,23.45,23.7,23.51,23.07,51288.57,0.23,0.99,23.356,23.196,22.438,68049.42,65917.45,76652.51
2019-01-24,23.86,24.46,24.3,23.35,76042.84,0.79,3.36,23.648,23.358,22.492,74111.39,66018.95,78299.64
2019-01-25,24.38,24.56,24.2,24.03,44566.97,-0.1,-0.41,23.888,23.462,22.576,72322.32,63481.69,78360.74
2019-01-28,24.56,24.86,24.0,23.99,55345.32,-0.2,-0.83,23.858,23.582,22.719,62754.27,64654.78,72499.33
2019-01-29,24.26,24.76,24.52,23.77,49154.7,0.52,2.17,24.106,23.709,22.905,55279.68,63702.24,70362.54
2019-01-30,24.26,24.8,24.22,24.17,31342.48,-0.3,-1.22,24.248,23.802,23.096,51290.46,59669.94,67994.42
2019-01-31,24.05,24.75,24.34,24.05,31451.15,0.12,0.49,24.256,23.952,23.285,42372.12,58241.76,66080.61
2019-02-01,24.25,25.06,24.98,24.1,62327.46,0.64,2.63,24.412,24.15,23.473,45924.22,59123.27,65062.18
2019-02-11,24.98,26.4,26.16,24.91,75706.93,1.18,4.72,24.844,24.351,23.653,49996.54,56375.41,61247.67
2019-02-12,26.13,26.68,25.95,25.68,54215.96,-0.21,-0.8,25.13,24.618,23.84,51008.8,53144.24,61081.62
2019-02-13,25.95,26.65,26.2,25.66,69193.05,0.25,0.96,25.526,24.887,24.042,58578.91,54934.69,60426.07
2019-02-14,26.38,26.59,26.38,25.93,55706.99,0.18,0.69,25.934,25.095,24.227,63430.08,52901.1,59460.03
2019-02-15,26.36,26.49,25.7,25.4,77158.52,-0.68,-2.58,26.078,25.245,24.354,66396.29,56160.26,59820.98
2019-02-18,25.78,26.7,26.51,25.46,105592.22,0.81,3.15,26.148,25.496,24.539,72373.35,61184.95,62919.86
2019-02-19,26.6,27.75,26.61,26.37,83259.26,0.1,0.38,26.28,25.705,24.707,78182.01,64595.4,64148.82
2019-02-20,26.78,26.87,26.5,26.01,45399.47,-0.11,-0.41,26.34,25.933,24.868,73423.29,66001.1,62835.52
2019-02-21,26.5,27.3,26.1,25.51,128118.15,-0.4,-1.51,26.284,26.109,25.031,87905.52,75667.8,66954.78
2019-02-22,26.07,27.17,27.08,25.73,88204.18,0.98,3.75,26.56,26.319,25.235,90114.66,78255.47,68689.37
2019-02-25,27.8,29.39,28.75,27.18,157848.55,1.67,6.17,27.008,26.578,25.465,100565.92,86469.64,71422.52
2019-02-26,28.64,28.7,27.83,27.48,161464.05,-0.92,-3.2,27.252,26.766,25.692,116206.88,97194.44,75169.34
2019-02-27,27.57,27.6,26.57,26.32,157896.77,-1.26,-4.53,27.266,26.803,25.845,138706.34,106064.82,80499.75
2019-02-28,26.75,27.18,26.63,26.27,67107.22,0.06,0.23,27.372,26.828,25.962,126504.15,107204.84,80052.97
2019-03-01,26.88,26.88,26.38,25.91,95569.17,-0.25,-0.94,27.232,26.896,26.071,127977.15,109045.9,82603.08
2019-03-04,26.51,28.28,27.2,26.51,190527.8,0.82,3.11,26.922,26.965,26.231,134513.0,117539.46,89362.2
2019-03-05,27.19,27.72,27.72,26.97,111749.9,0.52,1.91,26.9,27.076,26.391,124570.17,120388.53,92491.96
2019-03-06,27.75,28.43,27.85,26.98,168532.84,0.13,0.47,27.156,27.211,26.572,126697.39,132701.86,99351.48
2019-03-07,27.81,28.9,28.58,27.28,265706.78,0.73,2.62,27.546,27.459,26.784,166417.3,146460.73,111064.26
2019-03-08,27.9,29.64,28.62,27.53,269913.09,0.04,0.14,27.994,27.613,26.966,201286.08,164631.62,121443.55
2019-03-11,28.6,30.33,30.27,28.6,209495.2,1.65,5.76,28.608,27.765,27.172,205079.56,169796.28,128132.96
2019-03-12,30.89,32.39,30.81,29.7,245052.56,0.54,1.78,29.226,28.063,27.415,231740.09,178155.13,137674.79
2019-03-13,30.5,30.5,28.76,28.61,191970.41,-2.05,-6.65,29.408,28.282,27.543,236427.61,181562.5,143813.66
2019-03-14,28.45,28.88,28.47,27.7,146399.5,-0.29,-1.01,29.386,28.466,27.647,212566.15,189491.73,148348.28
2019-03-15,28.58,29.25,28.54,28.0,128792.83,0.07,0.25,29.37,28.682,27.789,184342.1,192814.09,150930.0
2019-03-18,28.61,29.55,29.48,28.32,91792.65,0.94,3.29,29.212,28.91,27.938,160801.59,182940.58,150240.02
2019-03-19,29.48,30.3,29.46,29.15,82982.27,-0.02,-0.07,28.942,29.084,28.08,128387.53,180063.81,150226.17
2019-03-20,29.5,29.64,28.82,28.38,78193.65,-0.64,-2.17,28.954,29.181,28.196,105632.18,171029.89,151865.88
2019-03-21,28.82,29.44,29.03,28.51,68539.8,0.21,0.73,29.066,29.226,28.343,90060.24,151313.2,148886.96
2019-03-22,29.08,29.17,28.88,28.01,94224.53,-0.15,-0.52,29.134,29.252,28.433,83146.58,133744.34,149187.98
2019-03-25,28.01,29.05,27.92,27.83,85316.5,-0.96,-3.32,28.822,29.017,28.391,81851.35,121326.47,145561.38
2019-03-26,28.2,28.57,27.51,27.3,96086.13,-0.41,-1.47,28.432,28.687,28.375,84472.12,106429.83,142292.48
2019-03-27,27.75,27.75,27.16,26.71,100674.66,-0.35,-1.27,28.1,28.527,28.405,88968.32,97300.25,139431.37
2019-03-28,27.38,29.18,28.51,27.38,123590.96,1.35,4.97,27.996,28.531,28.499,99978.56,95019.4,142255.56
2019-03-29,28.58,29.94,29.81,28.58,151433.27,1.3,4.56,28.182,28.658,28.67,111420.3,97283.44,145048.77
2019-04-01,29.67,30.68,30.24,29.31,156006.31,0.43,1.44,28.646,28.734,28.822,125558.27,103704.81,143322.69
2019-04-02,30.26,30.78,29.96,29.76,88219.19,-0.28,-0.93,29.136,28.784,28.934,123984.88,104228.5,142146.16
2019-04-03,29.7,30.18,29.78,29.43,70096.24,-0.18,-0.6,29.66,28.88,29.031,117869.19,103418.76,137224.33
2019-04-04,29.8,29.96,29.38,28.96,79819.88,-0.4,-1.34,29.834,28.915,29.071,109114.98,104546.77,127929.98
2019-04-08,29.85,29.89,28.06,27.72,152644.48,-1.32,-4.49,29.484,28.833,29.043,109357.22,110388.76,122066.55
2019-04-09,28.03,28.88,28.15,27.91,91439.2,0.09,0.32,29.066,28.856,28.937,96443.8,111001.03,116163.75
2019-04-10,28.06,28.38,28.12,27.66,109830.63,-0.03,-0.11,28.698,28.917,28.802,100766.09,112375.48,109402.65
2019-04-11,28.3,28.69,27.62,27.47,82193.46,-0.5,-1.78,28.266,28.963,28.745,103185.53,110527.36,103913.81
2019-04-12,27.62,27.83,27.8,27.34,44831.65,0.18,0.65,27.95,28.892,28.712,96187.88,102651.43,98835.41
2019-04-15,28.1,28.26,27.35,27.15,80596.53,-0.45,-1.62,27.808,28.646,28.652,81778.29,95567.76,96425.6
2019-04-16,27.36,27.72,27.65,26.23,150100.3,0.3,1.1,27.708,28.387,28.561,93510.51,94977.16,99340.98
2019-04-17,27.6,27.69,27.27,26.83,102926.69,-0.38,-1.37,27.538,28.118,28.451,92129.73,96447.91,100338.2
2019-04-18,27.1,27.4,26.92,26.91,60295.96,-0.35,-1.28,27.398,27.832,28.356,87750.23,95467.88,99443.32
2019-04-19,26.91,27.18,26.83,26.61,79543.56,-0.09,-0.33,27.204,27.577,28.246,94692.61,95440.25,99993.51
2019-04-22,26.9,27.06,26.56,26.5,54794.45,-0.27,-1.01,27.046,27.427,28.13,89532.19,85655.24,98022.0
2019-04-23,26.62,27.33,27.03,26.62,79430.17,0.47,1.77,26.922,27.315,28.086,75398.17,84454.34,97727.69
2019-04-24,27.13,28.04,27.78,27.13,110834.89,0.75,2.77,27.024,27.281,28.099,76979.81,84554.77,98465.12
2019-04-25,27.84,28.46,27.41,27.3,98634.71,-0.37,-1.33,27.122,27.26,28.112,84647.56,86198.89,98363.13
2019-04-26,27.17,28.09,27.72,27.06,92807.63,0.31,1.13,27.3,27.252,28.072,87300.37,90996.49,96823.96
2019-04-29,27.91,28.65,28.31,27.58,119586.55,0.59,2.13,27.65,27.348,27.997,100258.79,94895.49,95231.62
2019-04-30,28.25,28.6,28.0,27.65,61314.06,-0.31,-1.09,27.844,27.383,27.885,96635.57,86016.87,90497.01
2019-05-06,26.71,27.44,25.51,25.2,110261.2,-2.49,-8.89,27.39,27.207,27.663,96520.83,86750.32,91599.11
2019-05-07,25.85,26.9,26.76,25.85,82044.59,1.25,4.9,27.26,27.191,27.512,93202.81,88925.18,92196.53
2019-05-08,26.17,27.31,26.6,26.06,65345.48,-0.16,-0.6,27.036,27.168,27.373,87710.38,87505.37,91472.81
2019-05-09,26.21,27.16,26.35,26.21,59630.42,-0.25,-0.94,26.644,27.147,27.287,75719.15,87988.97,86822.11
2019-05-10,26.84,27.45,27.36,26.31,79807.27,1.01,3.83,26.516,27.18,27.248,79417.79,88026.68,86240.51
2019-05-13,27.27,28.57,27.96,27.18,95540.92,0.6,2.19,27.006,27.198,27.24,76473.74,86497.28,85526.02
2019-05-14,27.73,28.43,28.24,27.59,90351.27,0.48,1.73,27.302,27.281,27.271,78135.07,85668.94,85933.92
2019-05-15,28.21,28.75,28.55,28.1,82030.58,0.31,1.1,27.692,27.364,27.308,81472.09,84591.23,87793.86
2019-05-16,28.53,29.01,28.85,28.15,79065.21,0.3,1.05,28.192,27.418,27.383,85359.05,80539.1,87717.3
2019-05-17,29.06,29.28,28.35,28.3,54040.08,-0.5,-1.73,28.39,27.453,27.418,80205.61,79811.7,82914.28
2019-05-20,28.04,28.84,27.98,27.59,71408.36,-0.37,-1.3,28.394,27.7,27.454,75379.1,75926.42,81338.37
2019-05-21,28.01,28.76,28.28,27.52,60388.99,0.3,1.07,28.402,27.852,27.522,69386.64,73760.86,81343.02
2019-05-22,28.48,28.99,28.98,28.1,56558.61,0.7,2.48,28.488,28.09,27.629,64292.25,72882.17,80193.77
2019-05-23,28.73,28.88,27.94,27.83,82796.81,-1.04,-3.59,28.306,28.249,27.698,65038.57,75198.81,81593.89
2019-05-24,27.92,28.47,27.58,27.57,42723.98,-0.36,-1.29,28.152,28.271,27.726,62775.35,71490.48,79758.58
2019-05-27,27.56,28.67,28.54,27.51,58866.81,0.96,3.48,28.264,28.329,27.764,60267.04,67823.07,77160.18
2019-05-28,28.54,29.15,29.03,28.35,80376.35,0.49,1.72,28.414,28.408,27.845,64264.51,66825.58,76247.26
2019-05-29,28.68,29.11,28.6,28.4,46982.91,-0.43,-1.48,28.338,28.413,27.889,62349.37,63320.81,73956.02
2019-05-30,28.6,28.8,28.6,27.82,46749.07,0.0,0.0,28.47,28.388,27.903,55139.82,60089.2,70314.15
2019-05-31,28.64,29.05,28.98,28.35,56699.0,0.38,1.33,28.75,28.451,27.952,57934.83,60355.09,70083.4
2019-06-03,29.01,29.17,27.83,27.55,116422.88,-1.15,-3.97,28.608,28.436,28.068,69446.04,64856.54,70391.48
2019-06-04,28.17,28.37,28.27,27.71,59650.46,0.44,1.58,28.456,28.435,28.144,65300.86,64782.69,69271.77
2019-06-05,28.56,28.7,28.07,28.07,40196.18,-0.2,-0.71,28.35,28.344,28.217,63943.52,63146.45,68014.31
2019-06-06,28.06,28.62,28.2,27.9,66445.96,0.13,0.46,28.27,28.37,28.31,67882.9,61511.36,68355.09
2019-06-10,28.15,28.31,27.9,27.61,59368.02,-0.3,-1.06,28.054,28.402,28.337,68416.7,63175.76,67333.12
2019-06-11,27.91,29.59,29.51,27.67,125554.39,1.61,5.77,28.39,28.499,28.414,70243.0,69844.52,68833.8
2019-06-12,29.66,29.66,29.15,28.99,91461.01,-0.36,-1.22,28.566,28.511,28.46,76605.11,70952.99,68889.28
2019-06-13,28.88,29.15,28.87,28.52,89774.93,-0.28,-0.96,28.726,28.538,28.476,86520.86,75232.19,69276.5
2019-06-14,28.87,29.27,29.27,28.22,95504.68,0.4,1.39,28.94,28.605,28.497,92332.61,80107.75,70098.47
2019-06-17,28.97,29.27,28.6,28.29,65625.13,-0.67,-2.29,29.08,28.567,28.509,93584.03,81000.36,70677.73
2019-06-18,28.49,28.92,28.6,28.44,38046.86,0.0,0.0,28.898,28.644,28.54,76082.52,73162.76,69009.65
2019-06-19,29.2,29.93,29.46,29.05,117369.32,0.86,3.01,28.96,28.763,28.599,81264.18,78934.65,71858.67
2019-06-20,29.37,30.69,30.38,29.35,118542.12,0.92,3.12,29.262,28.994,28.669,87017.62,86769.24,74957.84
2019-06-21,30.42,31.75,31.68,30.35,129060.57,1.3,4.28,29.744,29.342,28.856,93728.8,93030.7,77271.03
2019-06-24,31.55,32.18,31.43,31.06,77801.78,-0.25,-0.79,30.31,29.695,29.049,96164.13,94874.08,79024.92
2019-06-25,31.39,31.67,31.3,30.39,103091.14,-0.13,-0.41,30.85,29.874,29.187,109172.99,92627.75,81236.14
2019-06-26,31.0,32.26,31.75,31.0,104938.75,0.45,1.44,31.308,30.134,29.323,106686.87,93975.53,82464.26
2019-06-27,31.56,32.16,31.64,31.41,70456.42,-0.11,-0.35,31.56,30.411,29.475,97069.73,92043.68,83637.93
2019-06-28,31.66,33.0,32.89,31.03,100825.08,1.25,3.95,31.802,30.773,29.689,91422.63,92575.72,86341.73
2019-07-01,33.4,34.98,34.72,33.21,141771.98,1.83,5.56,32.46,31.385,29.976,104216.67,100190.4,90595.38
2019-07-02,34.25,35.2,33.99,33.6,92590.78,-0.73,-2.1,32.998,31.924,30.284,102116.6,105644.79,89403.78
2019-07-03,33.76,34.09,33.47,33.12,76648.75,-0.52,-1.53,33.342,32.325,30.544,96458.6,101572.74,90253.69
2019-07-04,33.68,33.69,32.8,32.58,80638.1,-0.67,-2.0,33.574,32.567,30.781,98494.94,97782.34,92275.79
2019-07-05,33.09,33.45,33.2,32.81,50633.87,0.4,1.22,33.636,32.719,31.031,88456.7,89939.67,91485.18
2019-07-08,32.58,33.28,32.83,32.39,68295.11,-0.37,-1.11,33.258,32.859,31.277,73761.32,88989.0,91931.54
2019-07-09,33.09,33.11,32.41,32.18,41531.02,-0.42,-1.28,32.942,32.97,31.422,63549.37,82832.99,87730.37
2019-07-10,32.54,33.46,33.07,32.46,62172.49,0.66,2.04,32.862,33.102,31.618,60654.12,78556.36,86265.94
2019-07-11,33.06,33.77,33.08,32.8,42011.99,0.01,0.03,32.918,33.246,31.829,52928.9,75711.92,83877.8
2019-07-12,33.05,33.45,32.8,32.55,47580.73,-0.28,-0.85,32.838,33.237,32.005,52318.27,70387.48,81481.6
2019-07-15,33.17,34.79,34.46,32.62,90507.91,1.66,5.06,33.164,33.211,32.298,56760.83,65261.08,82725.74
2019-07-16,33.98,34.5,33.7,33.3,61453.56,-0.76,-2.21,33.422,33.182,32.553,60745.34,62147.35,83896.07
2019-07-17,33.57,33.72,32.8,32.74,61261.84,-0.9,-2.67,33.368,33.115,32.72,60563.21,60608.66,81090.7
2019-07-18,32.97,32.97,32.23,31.85,57205.88,-0.57,-1.74,33.198,33.058,32.813,63601.98,58265.44,78023.89
2019-07-19,32.23,32.86,32.35,32.17,38708.14,0.12,0.37,33.108,32.973,32.846,61827.47,57072.87,73506.27
2019-07-22,32.35,32.98,32.55,31.84,53447.85,0.2,0.62,32.726,32.945,32.902,54415.45,55588.14,72288.57
2019-07-23,32.5,33.28,33.13,32.28,47211.45,0.58,1.78,32.612,33.017,32.994,51567.03,56156.18,69494.59
