date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-01-02,3.29,3.29,3.01,3.01,3448939.5,-0.33,-9.88,3.286,3.341,3.383,1360094.04,1104440.12,1043173.44
2019-01-03,2.96,3.06,3.05,2.94,2236570.5,0.04,1.33,3.218,3.304,3.363,1616400.21,1228522.49,1095457.45
2019-01-04,3.04,3.09,3.08,3.02,1365240.75,0.03,0.98,3.16,3.27,3.347,1703598.77,1303095.91,1091777.97
2019-01-07,3.08,3.1,3.08,3.05,1409642.0,0.0,0.0,3.112,3.241,3.331,1801377.06,1349075.48,1113612.67
2019-01-08,3.08,3.08,3.04,3.03,1115054.62,-0.04,-1.3,3.052,3.207,3.313,1915089.47,1352023.65,1144362.07
2019-01-09,3.04,3.09,3.06,3.03,1020301.38,0.02,0.66,3.062,3.174,3.293,1429361.85,1394727.94,1117872.67
2019-01-10,3.07,3.09,3.07,3.05,821589.12,0.01,0.33,3.066,3.142,3.272,1146365.57,1381382.89,1110900.82
2019-01-11,3.06,3.07,3.05,3.04,657819.5,-0.02,-0.65,3.06,3.11,3.253,1004881.32,1354240.05,1103319.85
2019-01-14,3.06,3.07,3.05,3.03,766292.25,0.0,0.0,3.054,3.083,3.234,876211.37,1338794.22,1095866.6
2019-01-15,3.04,3.05,3.05,3.01,978283.31,0.0,0.0,3.056,3.054,3.218,848857.11,1381973.29,1101772.69
2019-01-16,3.04,3.05,2.99,2.97,1405846.88,-0.06,-1.97,3.042,3.052,3.197,925966.21,1177664.03,1141052.07
2019-01-17,3.0,3.02,3.0,2.97,1136446.0,0.01,0.33,3.028,3.047,3.176,988937.59,1067651.58,1148087.04
2019-01-18,3.0,3.03,3.03,2.98,1275839.62,0.03,1.0,3.024,3.042,3.156,1112541.61,1058711.47,1180903.69
2019-01-21,3.03,3.03,3.01,3.0,950265.19,-0.02,-0.66,3.016,3.035,3.138,1149336.2,1012773.79,1180924.63
2019-01-22,3.01,3.01,2.98,2.97,753378.5,-0.03,-1.0,3.002,3.029,3.118,1104355.24,976606.18,1164314.91
2019-01-23,2.99,2.99,2.98,2.97,549320.31,0.0,0.0,3.0,3.021,3.098,933049.92,929508.07,1162118.01
2019-01-24,2.97,2.98,2.97,2.96,565915.81,-0.01,-0.34,2.994,3.011,3.077,818943.89,903940.74,1142661.82
2019-01-25,2.97,2.98,2.98,2.96,455092.56,0.01,0.34,2.984,3.004,3.057,654794.47,883668.04,1118954.05
