date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-01-02,3.5,3.56,3.53,3.45,182864.59,0.05,1.44,3.468,3.562,3.701,205808.29,190448.52,191982.08
2019-01-03,3.52,3.76,3.66,3.5,385995.72,0.13,3.68,3.504,3.555,3.686,229253.72,210862.5,199875.88
2019-01-04,3.63,4.03,4.03,3.62,1069519.88,0.37,10.11,3.622,3.595,3.693,410913.98,300655.99,241731.79
2019-01-07,4.09,4.18,4.08,4.01,1110695.25,0.05,1.24,3.756,3.634,3.706,603065.03,390178.43,285322.4
2019-01-08,4.05,4.49,4.34,4.01,1690393.75,0.26,6.37,3.928,3.706,3.732,887893.84,542850.22,362621.05
2019-01-09,4.3,4.4,4.3,4.24,1191303.62,-0.04,-0.92,4.082,3.775,3.758,1089581.64,647694.97,414628.79
2019-01-10,4.2,4.22,4.05,4.03,945112.56,-0.25,-5.81,4.16,3.832,3.769,1201405.01,715329.37,454748.55
2019-01-11,4.08,4.15,4.06,4.02,514724.28,0.01,0.25,4.166,3.894,3.78,1090445.89,750679.94,472910.57
2019-01-14,4.13,4.19,4.06,4.04,482028.88,0.0,0.0,4.162,3.959,3.789,964712.62,783888.83,482157.08
2019-01-15,4.08,4.2,4.17,4.05,667785.88,0.11,2.71,4.128,4.028,3.809,760191.04,824042.44,505452.59
2019-01-16,4.13,4.15,4.07,4.05,382754.19,-0.1,-2.4,4.082,4.082,3.822,598481.16,844031.4,517239.96
2019-01-17,4.09,4.11,4.02,4.01,255224.61,-0.05,-1.23,4.076,4.118,3.837,460503.57,830954.29,520908.4
2019-01-18,4.04,4.08,4.05,3.99,290840.84,0.03,0.75,4.074,4.12,3.858,415726.88,753086.39,526871.19
2019-01-21,4.06,4.07,4.02,4.01,243871.58,-0.03,-0.74,4.066,4.114,3.874,368095.42,666404.02,528291.23
2019-01-22,4.03,4.05,4.01,4.0,237604.56,-0.01,-0.25,4.034,4.081,3.894,282059.16,521125.1,531987.66
2019-01-23,4.02,4.03,4.0,3.98,164556.0,-0.01,-0.25,4.02,4.051,3.913,238419.52,418450.34,533072.65
2019-01-24,4.01,4.11,4.05,4.01,384881.69,0.05,1.25,4.026,4.051,3.942,264350.93,362427.25,538878.31
2019-01-25,4.05,4.06,3.93,3.92,289627.5,-0.12,-2.96,4.002,4.038,3.966,264108.27,339917.57,545298.76
2019-01-28,3.96,4.02,3.9,3.89,251927.52,-0.03,-0.76,3.978,4.022,3.991,265719.45,316907.44,550398.13
2019-01-29,3.89,3.9,3.83,3.74,205918.09,-0.07,-1.79,3.942,3.988,4.008,259382.16,270720.66,547381.55
2019-01-30,3.79,3.86,3.8,3.76,157867.44,-0.03,-0.78,3.902,3.961,4.022,258044.45,248231.98,546131.69
2019-01-31,3.81,3.91,3.85,3.81,233063.14,0.05,1.32,3.862,3.944,4.031,227680.74,246015.84,538485.06
2019-02-01,3.91,3.98,3.98,3.91,232777.47,0.13,3.38,3.872,3.937,4.029,216310.73,240209.5,496647.94
2019-02-11,4.0,4.05,4.03,4.0,228827.12,0.05,1.26,3.898,3.938,4.026,211690.65,238705.05,452554.54
2019-02-12,4.03,4.06,4.02,3.98,289172.97,-0.01,-0.25,3.936,3.939,4.01,228341.63,243861.89,382493.5
2019-02-13,4.02,4.2,4.17,4.0,604761.0,0.15,3.73,4.01,3.956,4.004,317720.34,287882.39,353166.37
2019-02-14,4.16,4.19,4.14,4.11,386338.94,-0.03,-0.72,4.068,3.965,4.008,348375.5,288028.12,325227.69
2019-02-15,4.12,4.19,4.1,4.1,375182.94,-0.04,-0.97,4.092,3.982,4.01,376856.59,296583.66,318250.62
2019-02-18,4.14,4.36,4.32,4.13,753241.06,0.22,5.37,4.15,4.024,4.023,481739.38,346715.02,331811.23
2019-02-19,4.33,4.47,4.28,4.23,902741.62,-0.04,-0.93,4.202,4.069,4.029,604453.11,416397.37,343559.01
2019-02-20,4.26,4.37,4.32,4.24,516648.28,0.04,0.94,4.232,4.121,4.041,586830.57,452275.45,350253.72
2019-02-21,4.29,4.47,4.31,4.25,972496.19,-0.01,-0.23,4.266,4.167,4.056,704062.02,526218.76,386117.3
2019-02-22,4.33,4.74,4.74,4.29,1600452.25,0.43,9.98,4.394,4.243,4.09,949115.88,662986.24,451597.87
2019-02-25,5.0,5.21,5.21,4.82,2102906.75,0.47,9.92,4.572,4.361,4.15,1219049.02,850394.2,544549.63
2019-02-26,5.45,5.73,5.41,5.26,2905832.5,0.2,3.84,4.798,4.5,4.22,1619667.19,1112060.15,677961.02
2019-02-27,5.36,5.82,5.71,5.32,2461721.0,0.3,5.54,5.076,4.654,4.305,2008681.74,1297756.15,792819.27
2019-02-28,5.5,5.58,5.19,5.14,1756304.0,-0.52,-9.11,5.252,4.759,4.362,2165443.3,1434752.66,861390.39
2019-03-01,5.28,5.51,5.39,5.15,1404496.75,0.2,3.85,5.382,4.888,4.435,2126252.2,1537684.04,917133.85
2019-03-04,5.43,5.89,5.55,5.25,2122085.75,0.16,2.97,5.45,5.011,4.518,2130088.0,1674568.51,1010641.76
2019-03-05,5.4,5.58,5.53,5.36,1027266.38,-0.02,-0.36,5.474,5.136,4.603,1754374.78,1687020.99,1051709.18
2019-03-06,5.52,5.95,5.85,5.48,2146435.25,0.32,5.79,5.502,5.289,4.705,1691317.63,1849999.68,1151137.57
2019-03-07,5.75,6.36,6.07,5.68,2724120.25,0.22,3.76,5.678,5.465,4.816,1884880.88,2025162.09,1275690.42
2019-03-08,5.78,5.86,5.46,5.46,1844328.88,-0.61,-10.05,5.692,5.537,4.89,1972847.3,2049549.75,1356267.99
2019-03-11,5.36,5.58,5.5,5.22,1215197.75,0.04,0.73,5.682,5.566,4.964,1791469.7,1960778.85,1405586.53
2019-03-12,5.54,5.72,5.59,5.46,1167358.62,0.09,1.64,5.694,5.584,5.042,1819488.15,1786931.46,1449495.81
2019-03-13,5.56,5.6,5.41,5.35,908701.25,-0.18,-3.22,5.606,5.554,5.104,1571941.35,1631629.49,1464692.82
2019-03-14,5.31,5.43,5.18,5.1,880357.06,-0.23,-4.25,5.428,5.553,5.156,1203188.71,1544034.79,1489393.73
2019-03-15,5.25,5.34,5.25,5.2,584762.75,0.07,1.35,5.386,5.539,5.214,951275.49,1462061.39,1499872.72
2019-03-18,5.27,5.42,5.41,5.16,699174.88,0.16,3.05,5.368,5.525,5.268,848070.91,1319770.31,1497169.41
