date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-01-02,8.01,8.05,7.81,7.75,111049.16,-0.15,-1.88,8.0,8.253,8.925,129283.02,130721.32,181624.47
2019-01-03,7.89,7.97,7.8,7.8,102346.68,-0.01,-0.13,7.912,8.143,8.795,117953.75,126303.76,164314.96
2019-01-04,7.67,8.03,8.01,7.56,157987.22,0.21,2.69,7.892,8.091,8.689,129076.37,128395.51,156208.06
2019-01-07,8.09,8.25,8.19,8.03,180828.8,0.18,2.25,7.954,8.06,8.611,138206.78,133412.96,152209.09
2019-01-08,8.15,8.79,8.63,8.13,272162.12,0.44,5.37,8.088,8.098,8.55,164874.8,145714.15,158517.0
2019-01-09,8.68,8.97,8.47,8.44,311372.38,-0.16,-1.85,8.22,8.11,8.498,204939.44,167111.23,164926.46
2019-01-10,8.37,8.46,8.2,8.18,200025.95,-0.27,-3.19,8.3,8.106,8.436,224475.29,171214.52,165891.8
2019-01-11,8.22,8.29,8.26,8.12,109477.0,0.06,0.73,8.35,8.121,8.369,214773.25,171924.81,162004.62
2019-01-14,8.29,8.29,8.18,8.13,81838.19,-0.08,-0.97,8.348,8.151,8.306,194975.13,166590.96,155972.82
2019-01-15,8.18,8.21,8.19,8.09,89065.35,0.01,0.12,8.26,8.174,8.265,158355.77,161615.29,147800.72
2019-01-16,8.25,8.36,8.25,8.22,104862.4,0.06,0.73,8.216,8.218,8.236,117053.78,160996.61,145858.96
2019-01-17,8.2,8.24,7.96,7.89,168136.17,-0.29,-3.52,8.168,8.234,8.189,110675.82,167575.56,146939.66
2019-01-18,7.96,8.0,7.94,7.81,108269.94,-0.02,-0.25,8.104,8.227,8.159,110434.41,162603.83,145499.67
2019-01-21,7.92,8.09,8.02,7.88,87925.15,0.08,1.01,8.072,8.21,8.135,111651.8,153313.47,143363.21
2019-01-22,8.02,8.02,7.86,7.84,79498.3,-0.16,-2.0,8.006,8.133,8.116,109738.39,134047.08,139880.61
2019-01-23,7.8,8.08,7.95,7.8,83613.6,0.09,1.15,7.946,8.081,8.096,105488.63,111271.21,139191.22
2019-01-24,7.9,7.99,7.9,7.81,80856.58,-0.05,-0.63,7.934,8.051,8.079,88032.71,99354.27,135284.39
2019-01-25,7.87,8.03,7.9,7.85,83552.5,0.0,0.0,7.926,8.015,8.068,83089.23,96761.82,134343.32
2019-01-28,7.91,8.2,8.0,7.89,129512.63,0.1,1.27,7.922,7.997,8.074,91406.72,101529.26,134060.11
2019-01-29,8.05,8.47,8.36,7.96,270542.12,0.36,4.5,8.022,8.014,8.094,129615.49,119676.94,140646.11
2019-01-30,8.24,8.3,7.98,7.93,166153.0,-0.38,-4.54,8.028,7.987,8.103,146123.37,125806.0,143401.3
2019-01-31,7.81,7.96,7.52,7.5,172541.75,-0.46,-5.76,7.952,7.943,8.089,164460.4,126246.56,146911.06
2019-02-01,7.61,7.78,7.74,7.61,82624.72,0.22,2.93,7.92,7.923,8.075,164274.84,123682.04,143142.93
2019-02-11,7.77,7.89,7.89,7.76,84085.69,0.15,1.94,7.898,7.91,8.06,155189.46,123298.09,138305.78
2019-02-12,7.89,8.03,7.97,7.84,107028.22,0.08,1.01,7.82,7.921,8.027,122486.68,126051.08,130049.08
2019-02-13,7.94,8.38,8.29,7.93,205571.67,0.32,4.01,7.882,7.955,8.018,130370.41,138246.89,124759.05
2019-02-14,8.23,8.32,8.2,8.1,187689.06,-0.09,-1.09,8.018,7.985,8.018,133399.87,148930.14,124142.2
2019-02-15,8.2,8.25,8.08,8.07,140269.09,-0.12,-1.46,8.086,8.003,8.009,144928.75,154601.8,125681.81
2019-02-18,7.86,8.21,8.19,7.86,252376.77,0.11,1.36,8.146,8.022,8.01,178586.96,166888.21,134208.74
2019-02-19,8.17,8.38,8.19,8.08,248135.53,0.0,0.0,8.19,8.005,8.01,206808.42,164647.55,142162.24
2019-02-20,8.17,8.38,8.38,8.1,247314.67,0.19,2.32,8.208,8.045,8.016,215157.02,172763.72,149284.86
2019-02-21,8.36,8.73,8.48,8.29,385852.12,0.1,1.19,8.264,8.141,8.042,254789.64,194094.75,160170.66
2019-02-22,8.59,8.79,8.55,8.51,298791.22,0.07,0.82,8.358,8.222,8.073,286494.06,215711.4,169696.72
2019-02-25,8.73,9.05,8.99,8.52,438762.97,0.44,5.15,8.518,8.332,8.121,323771.3,251179.13,187238.61
2019-02-26,9.06,9.37,8.94,8.89,421609.84,-0.05,-0.56,8.668,8.429,8.175,358466.16,282637.29,204344.19
2019-02-27,8.9,9.04,8.68,8.6,320515.94,-0.26,-2.91,8.728,8.468,8.212,373106.42,294131.72,216189.3
2019-02-28,8.77,8.95,8.95,8.68,259225.64,0.27,3.11,8.822,8.543,8.264,347781.12,301285.38,225107.76
2019-03-01,8.95,8.95,8.85,8.71,193362.78,-0.1,-1.12,8.882,8.62,8.312,326695.43,306594.75,230598.27
2019-03-04,8.89,9.22,9.03,8.74,428157.12,0.18,2.03,8.89,8.704,8.363,324574.26,324172.78,245530.5
2019-03-05,8.93,9.1,9.04,8.87,284793.03,0.01,0.11,8.91,8.789,8.397,297210.9,327838.53,246243.04
2019-03-06,9.14,9.68,9.55,8.97,537529.44,0.51,5.64,9.084,8.906,8.476,340613.6,356860.01,264811.86
2019-03-07,9.4,9.52,9.4,9.23,398937.91,-0.15,-1.57,9.174,8.998,8.57,368556.06,358168.59,276131.67
2019-03-08,9.21,9.22,8.66,8.53,361638.19,-0.74,-7.87,9.136,9.009,8.616,402211.14,364453.29,290082.35
2019-03-11,8.65,9.04,8.94,8.63,224787.44,0.28,3.23,9.118,9.004,8.668,361537.2,343055.73,297117.43
2019-03-12,8.95,9.15,9.05,8.88,301156.22,0.11,1.23,9.12,9.015,8.722,364809.84,331010.37,306823.83
2019-03-13,9.06,9.08,8.79,8.73,216350.44,-0.26,-2.87,8.968,9.026,8.747,300574.04,320593.82,307362.77
2019-03-14,8.69,8.78,8.55,8.44,208555.31,-0.24,-2.73,8.798,8.986,8.765,262497.52,315526.79,308406.08
2019-03-15,8.6,8.77,8.63,8.57,150068.2,0.08,0.94,8.792,8.964,8.792,220183.52,311197.33,308896.04
2019-03-18,8.59,8.88,8.84,8.56,215758.59,0.21,2.43,8.772,8.945,8.825,218377.75,289957.48,307065.13
2019-03-19,8.81,8.86,8.72,8.68,180377.27,-0.12,-1.36,8.706,8.913,8.851,194221.96,279515.9,303677.22
2019-03-20,8.68,8.84,8.78,8.62,161369.41,0.06,0.69,8.704,8.836,8.871,183225.76,241899.9,299379.95
2019-03-21,8.73,8.84,8.79,8.7,189586.42,0.01,0.11,8.752,8.775,8.887,179431.98,220964.75,289566.67
2019-03-22,8.78,9.13,8.95,8.63,296826.81,0.16,1.82,8.816,8.804,8.907,208783.7,214483.61,289468.45
2019-03-25,8.93,9.47,9.19,8.88,453001.59,0.24,2.68,8.886,8.829,8.917,256232.3,237305.03,290180.38
2019-03-26,9.2,9.2,8.75,8.68,284067.84,-0.44,-4.79,8.892,8.799,8.907,276970.41,235596.19,283303.28
2019-03-27,8.86,8.86,8.53,8.4,227719.06,-0.22,-2.51,8.842,8.773,8.9,290240.34,236733.05,278663.44
2019-03-28,8.53,8.53,8.19,8.17,192377.64,-0.34,-3.99,8.722,8.737,8.862,290798.59,235115.28,275321.04
2019-03-29,8.2,8.52,8.52,8.11,194013.36,0.33,4.03,8.636,8.726,8.845,270235.9,239509.8,275353.56
2019-04-01,8.53,9.37,9.37,8.46,638624.0,0.85,9.98,8.672,8.779,8.862,307360.38,281796.34,285876.91
2019-04-02,9.25,9.58,9.46,9.11,673489.25,0.09,0.96,8.814,8.853,8.883,385244.66,331107.54,305311.72
2019-04-03,9.36,9.87,9.66,9.08,563143.56,0.2,2.11,9.04,8.941,8.889,452329.56,371284.95,306592.43
2019-04-04,9.54,9.83,9.48,9.46,415909.91,-0.18,-1.86,9.298,9.01,8.893,497036.02,393917.3,307441.03
2019-04-08,9.55,9.73,9.34,9.23,303011.78,-0.14,-1.48,9.462,9.049,8.927,518835.7,394535.8,304509.71
2019-04-09,9.34,9.55,9.41,9.3,205407.05,0.07,0.75,9.47,9.071,8.95,432192.31,369776.35,303540.69
2019-04-10,9.33,10.35,10.35,9.28,888254.25,0.94,9.99,9.648,9.231,9.015,475145.31,430194.99,332895.59
